neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365
Loop,41.88447,-87.63424,Entire home/apt,102,32,2,363
North Center,41.94189,-87.67952,Entire home/apt,91,32,3,251
Loop,41.88453,-87.63428,Entire home/apt,144,32,1,356
Lake View,41.9409973,-87.6635651,Entire home/apt,117,32,0,365
Avondale,41.93314,-87.70395,Entire home/apt,126,2,34,337
Loop,41.884876,-87.633369,Entire home/apt,178,32,0,321
Near West Side,41.88253,-87.64894,Entire home/apt,132,32,2,200
Portage Park,41.95127,-87.75155,Entire home/apt,140,1,20,356
Loop,41.88462,-87.6298,Entire home/apt,102,32,2,252
Loop,41.88348,-87.6297,Entire home/apt,160,32,2,295
Near North Side,41.89988200000001,-87.62074819999998,Entire home/apt,258,32,0,0
Hermosa,41.91755,-87.73842,Entire home/apt,85,2,23,359
Near North Side,41.89988200000001,-87.62074819999998,Entire home/apt,258,32,0,0
Irving Park,41.94857,-87.71267,Entire home/apt,308,3,20,115
Near North Side,41.89814,-87.63337,Entire home/apt,101,32,2,357
Near West Side,41.88153,-87.68593,Entire home/apt,161,2,27,163
Near West Side,41.8806434,-87.6487655,Entire home/apt,155,32,0,350
Near West Side,41.885209,-87.6471114,Entire home/apt,136,32,1,221
Near North Side,41.89581,-87.63268,Entire home/apt,84,32,1,298
Near North Side,41.8958,-87.63306,Entire home/apt,101,32,0,365
Near North Side,41.89591,-87.63333,Entire home/apt,109,32,1,364
Uptown,41.97016,-87.66129,Entire home/apt,75,1,63,72
Uptown,41.97144,-87.66178,Entire home/apt,75,1,52,45
Uptown,41.95887,-87.65565,Entire home/apt,110,33,1,123
Uptown,41.97045,-87.66022,Entire home/apt,71,1,67,54
Near North Side,41.89767,-87.63545,Entire home/apt,178,32,0,284
Hyde Park,41.79831,-87.60341,Entire home/apt,110,32,3,349
West Town,41.8927,-87.66134,Entire home/apt,262,32,10,29
South Shore,41.75564,-87.55495,Entire home/apt,299,2,22,342
Lower West Side,41.84839,-87.67587,Private room,45,5,3,362
Loop,41.88547,-87.61936,Entire home/apt,104,32,1,357
Woodlawn,41.78282,-87.60893,Private room,35,2,35,358
Hyde Park,41.797860036038095,-87.58808311180593,Entire home/apt,175,33,0,365
Greater Grand Crossing,41.76615,-87.61896,Private room,37,32,1,362
West Town,41.89792,-87.69056,Entire home/apt,121,1,31,330
Lake View,41.94513,-87.67069,Entire home/apt,57,1,28,176
Uptown,41.97174,-87.67391,Entire home/apt,79,32,2,227
Bridgeport,41.82768,-87.65011,Private room,34,1,29,346
West Town,41.90677,-87.68532,Entire home/apt,181,2,28,167
Bridgeport,41.83173,-87.64593,Private room,43,2,33,361
Loop,41.88552,-87.62107,Entire home/apt,121,32,0,359
Bridgeport,41.831,-87.64415,Private room,39,2,21,360
Bridgeport,41.83691,-87.6551,Entire home/apt,101,3,3,257
Uptown,41.96589,-87.65756,Entire home/apt,200,32,0,180
Bridgeport,41.82965,-87.64406,Private room,35,2,30,353
Bridgeport,41.83167,-87.64617,Private room,40,2,22,365
Bridgeport,41.84569,-87.64547,Entire home/apt,235,1,47,231
Lincoln Park,41.921867,-87.653091,Entire home/apt,111,2,47,72
North Center,41.93927,-87.68092,Entire home/apt,143,2,20,299
West Town,41.91306,-87.69903,Entire home/apt,125,1,37,338
Lake View,41.94815,-87.66179,Private room,70,2,33,149
West Ridge,42.0002,-87.69372,Entire home/apt,309,1,26,342
Loop,41.885569,-87.63473669999996,Entire home/apt,223,32,0,0
Near North Side,41.8986235,-87.62137610000002,Entire home/apt,119,32,0,321
Near North Side,41.8986235,-87.62137610000002,Entire home/apt,106,32,0,224
Near North Side,41.8986235,-87.62137610000002,Entire home/apt,110,32,1,252
Edgewater,41.99745,-87.67005,Private room,80,1,12,1
Near North Side,41.89575,-87.633,Entire home/apt,129,32,0,365
Lower West Side,41.856529,-87.681747,Entire home/apt,50,32,2,38
Lake View,41.94589,-87.65013,Entire home/apt,64,1,21,137
Chatham,41.74249058037629,-87.60204732032025,Private room,65,1,0,290
Edgewater,41.9794577131467,-87.67083369840195,Entire home/apt,250,2,1,323
Grand Boulevard,41.80847,-87.62309,Private room,49,32,1,90
New City,41.80064,-87.64853,Private room,35,32,1,364
New City,41.80132,-87.65008,Private room,30,32,0,323
Douglas,41.83226,-87.62005,Entire home/apt,89,2,21,166
Logan Square,41.9282,-87.69431,Entire home/apt,170,2,0,164
Humboldt Park,41.89531,-87.7103,Entire home/apt,141,3,52,328
Bridgeport,41.83926,-87.66092,Private room,53,2,11,365
Loop,41.8860812,-87.63422229999998,Entire home/apt,136,32,0,365
Loop,41.88575,-87.61898,Entire home/apt,282,32,0,296
Rogers Park,42.01769,-87.66949,Entire home/apt,157,2,33,243
Loop,41.88561,-87.6198,Entire home/apt,141,32,2,365
Loop,41.8676695,-87.62611919999999,Entire home/apt,103,32,0,301
Lincoln Park,41.91162,-87.64975,Entire home/apt,137,2,22,219
Mckinley Park,41.83467,-87.66418,Private room,39,2,23,42
East Garfield Park,41.87185,-87.70154,Entire home/apt,160,1,24,355
Bridgeport,41.8438,-87.64723,Entire home/apt,222,1,42,307
Lake View,41.95366,-87.64735,Entire home/apt,104,1,30,34
Douglas,41.83166,-87.6194,Private room,40,2,21,168
Washington Park,41.78666,-87.61739,Entire home/apt,217,2,2,326
Near North Side,41.89749,-87.63267,Entire home/apt,136,32,0,365
Lake View,41.9437,-87.6448,Entire home/apt,72,1,20,166
Near South Side,41.8670646,-87.6231114,Entire home/apt,236,32,0,188
Near North Side,41.90047,-87.62787,Entire home/apt,199,2,7,344
Austin,41.91378734990205,-87.79726742395995,Entire home/apt,98,32,0,299
Portage Park,41.96757,-87.76821,Entire home/apt,68,1,30,171
Logan Square,41.91951,-87.69542,Entire home/apt,130,1,45,295
Loop,41.88547,-87.62055,Entire home/apt,167,32,1,286
West Town,41.8924,-87.66485,Entire home/apt,74,1,29,169
Uptown,41.97166,-87.67297,Entire home/apt,95,1,70,37
Edgewater,41.99163,-87.65812,Entire home/apt,82,2,24,354
Greater Grand Crossing,41.76607,-87.61462,Entire home/apt,88,32,0,200
Loop,41.8859,-87.61896,Entire home/apt,259,32,1,292
East Garfield Park,41.87704,-87.69281,Entire home/apt,160,2,20,299
Lincoln Park,41.9237,-87.64742,Entire home/apt,320,3,24,263
Near North Side,41.89862,-87.62827,Entire home/apt,146,2,34,350
Bridgeport,41.82903,-87.65084,Private room,34,1,13,346
North Center,41.93704,-87.67346,Entire home/apt,314,2,14,299
Bridgeport,41.82918,-87.64874,Private room,34,1,21,157
Near North Side,41.9089458,-87.6504842,Entire home/apt,113,32,0,268
Near North Side,41.9089458,-87.6504842,Entire home/apt,110,32,1,319
Near West Side,41.8746756,-87.6745347,Entire home/apt,112,32,0,356
Irving Park,41.96507,-87.74246,Entire home/apt,211,2,6,72
Lincoln Square,41.97826,-87.68371,Entire home/apt,200,2,3,364
Logan Square,41.92492,-87.70695,Entire home/apt,182,2,26,259
Irving Park,41.95707,-87.71429,Entire home/apt,108,2,21,8
Lake View,41.95207,-87.67316,Entire home/apt,189,3,7,125
West Ridge,41.99732,-87.69348,Entire home/apt,104,2,34,268
Humboldt Park,41.91288,-87.70872,Entire home/apt,342,3,15,308
Near West Side,41.876791,-87.64762,Entire home/apt,106,32,0,365
Near West Side,41.88225,-87.65008,Entire home/apt,148,32,2,293
Lake View,41.941,-87.66357,Entire home/apt,118,32,0,365
West Town,41.89712,-87.65807,Entire home/apt,170,2,33,340
Near West Side,41.88076,-87.64884,Entire home/apt,194,32,0,275
Near North Side,41.89028,-87.62616,Entire home/apt,178,32,2,361
West Town,41.90828,-87.66388,Entire home/apt,340,3,22,237
Irving Park,41.94965,-87.70014,Entire home/apt,129,1,16,167
Near West Side,41.8746756,-87.6745347,Entire home/apt,215,32,0,291
Near North Side,41.8986235,-87.62137610000002,Entire home/apt,181,32,0,320
Near North Side,41.8986235,-87.62137610000002,Entire home/apt,128,32,0,220
Near North Side,41.8986235,-87.62137610000002,Entire home/apt,129,32,0,231
Near North Side,41.8986235,-87.62137610000002,Entire home/apt,132,32,0,217
Near North Side,41.8986235,-87.62137610000002,Entire home/apt,178,32,1,34
Near North Side,41.89110565185547,-87.62703704833984,Entire home/apt,201,32,0,364
Lower West Side,41.8515,-87.68064,Entire home/apt,96,2,42,15
Near West Side,41.8781,-87.6502,Entire home/apt,148,32,0,294
Portage Park,41.95401,-87.77666,Entire home/apt,225,2,16,352
Grand Boulevard,41.81794,-87.60977,Entire home/apt,170,32,0,329
Near West Side,41.87991,-87.64866,Entire home/apt,144,32,1,0
Logan Square,41.926067,-87.72467,Entire home/apt,100,2,5,336
Woodlawn,41.78202,-87.60322,Entire home/apt,123,2,19,0
Englewood,41.79085,-87.65267,Shared room,40,1,4,90
Near North Side,41.91052,-87.64077,Entire home/apt,166,2,35,287
Norwood Park,41.97456,-87.81014,Private room,53,30,24,143
Near West Side,41.88243,-87.65217,Entire home/apt,213,32,1,0
Near North Side,41.8986235,-87.62137610000002,Entire home/apt,128,32,0,211
West Lawn,41.76164,-87.71618,Entire home/apt,114,32,0,365
Washington Park,41.78635,-87.61754,Entire home/apt,117,2,27,321
Avondale,41.93998,-87.71336,Entire home/apt,136,2,35,321
Grand Boulevard,41.80581,-87.61928,Entire home/apt,212,32,0,365
West Ridge,41.9986,-87.69708,Entire home/apt,83,32,2,286
Englewood,41.77335,-87.63179,Entire home/apt,100,32,2,201
Near North Side,41.89286449999999,-87.61651669999999,Entire home/apt,160,32,0,287
Near North Side,41.89829,-87.6287,Entire home/apt,144,32,0,320
Lincoln Park,41.930599,-87.659378,Entire home/apt,175,4,7,100
West Town,41.90115,-87.68972,Entire home/apt,138,3,37,260
Near North Side,41.9029299,-87.6441632,Entire home/apt,138,32,0,334
Woodlawn,41.77515,-87.6007,Entire home/apt,222,2,12,326
Ashburn,41.74431,-87.73572,Entire home/apt,150,1,54,320
Lincoln Square,41.96455,-87.68638,Entire home/apt,89,2,45,137
Lake View,41.94203,-87.66787,Private room,48,2,37,285
Albany Park,41.96398,-87.71318,Entire home/apt,224,3,15,362
Near North Side,41.89286449999999,-87.61651669999999,Entire home/apt,153,32,1,331
Near North Side,41.89829,-87.6287,Entire home/apt,147,32,0,266
Edgewater,41.98397,-87.65545,Entire home/apt,124,32,0,345
Near West Side,41.8815616,-87.64944559999999,Entire home/apt,139,32,0,222
Brighton Park,41.82473,-87.69288,Private room,37,2,30,40
Logan Square,41.91418,-87.69904,Entire home/apt,202,1,37,242
Near West Side,41.87975,-87.67841,Private room,48,2,30,280
Lake View,41.94898,-87.65804,Private room,56,2,22,350
Lower West Side,41.8556,-87.65992,Entire home/apt,59,32,3,301
Near West Side,41.8815616,-87.64944559999999,Entire home/apt,138,32,0,340
Mckinley Park,41.83431,-87.66468,Private room,41,2,27,37
Mckinley Park,41.82837,-87.67278,Entire home/apt,71,2,39,227
Lower West Side,41.8552,-87.65978,Entire home/apt,87,32,3,348
Lower West Side,41.85724,-87.65988,Entire home/apt,10,32,1,217
West Town,41.90371,-87.66812,Entire home/apt,119,3,20,69
Hermosa,41.92736,-87.73217,Entire home/apt,92,2,16,136
Mckinley Park,41.83425,-87.66424,Private room,37,2,31,40
Lower West Side,41.84831,-87.68449,Private room,55,5,9,317
Uptown,41.97594,-87.66846,Entire home/apt,98,3,44,184
Brighton Park,41.82666,-87.69286,Private room,36,2,23,43
South Shore,41.77214,-87.58952,Private room,120,32,0,260
Brighton Park,41.82468,-87.69353,Private room,36,2,21,43
Lincoln Square,41.96412,-87.68476,Private room,73,2,12,73
South Shore,41.77303,-87.57758,Entire home/apt,108,3,16,108
Lower West Side,41.85514,-87.66032,Entire home/apt,72,32,4,243
Brighton Park,41.82665,-87.69208,Private room,30,2,27,38
Irving Park,41.95668,-87.70491,Entire home/apt,60,5,2,0
South Shore,41.76277,-87.56725,Entire home/apt,200,1,11,365
Bridgeport,41.84119,-87.65942,Private room,53,2,6,365
Lincoln Park,41.93169,-87.66758,Entire home/apt,311,1,18,91
East Garfield Park,41.87791,-87.69558,Private room,74,1,0,364
Belmont Cragin,41.93805,-87.78928,Entire home/apt,125,3,2,116
Edgewater,41.98887,-87.65792,Entire home/apt,73,1,39,47
Bridgeport,41.838028667132825,-87.64922376295165,Entire home/apt,95,1,11,243
West Town,41.890217,-87.651314,Entire home/apt,125,1,30,241
Lincoln Park,41.92597,-87.6444,Entire home/apt,191,5,40,109
Near West Side,41.87285,-87.65335,Private room,65,4,5,108
Grand Boulevard,41.81249,-87.62132,Entire home/apt,91,1,37,72
Woodlawn,41.77629,-87.60802,Entire home/apt,203,2,18,151
Uptown,41.96309,-87.66622,Private room,138,1,18,80
Lake View,41.94864,-87.66803,Entire home/apt,136,2,23,275
Lake View,41.9364,-87.65807,Entire home/apt,79,2,22,350
Near North Side,41.90224,-87.63229,Entire home/apt,118,2,18,299
Hermosa,41.92583847045898,-87.73396301269531,Entire home/apt,121,3,7,174
Near West Side,41.87266,-87.688,Entire home/apt,80,32,1,88
North Lawndale,41.85122,-87.72751,Entire home/apt,100,1,22,280
Loop,41.871098,-87.624046,Entire home/apt,226,2,40,35
Logan Square,41.92877,-87.72403,Entire home/apt,223,2,29,282
Lincoln Square,41.96882,-87.68828,Entire home/apt,256,3,20,101
Irving Park,41.96018,-87.70744,Entire home/apt,151,1,22,323
Douglas,41.82926,-87.61738,Entire home/apt,126,2,16,335
North Center,41.93679,-87.67984,Entire home/apt,164,2,20,317
Irving Park,41.95395,-87.70339,Entire home/apt,86,2,17,322
West Town,41.895721,-87.675705,Entire home/apt,122,2,7,122
Washington Park,41.79162,-87.61675,Entire home/apt,220,1,8,0
Logan Square,41.91988,-87.67551,Entire home/apt,200,32,0,303
Avondale,41.93485,-87.71106,Entire home/apt,105,32,1,0
Near West Side,41.88712,-87.65354,Entire home/apt,249,2,14,324
Logan Square,41.91847,-87.70524,Entire home/apt,81,2,13,220
North Center,41.94163,-87.67544,Entire home/apt,137,2,20,298
Near West Side,41.86623,-87.68458,Entire home/apt,72,2,26,276
West Ridge,42.00122,-87.7058,Entire home/apt,73,2,33,334
Uptown,41.96387,-87.66316,Entire home/apt,96,2,28,292
Hermosa,41.91492,-87.73015,Entire home/apt,149,1,10,165
Loop,41.885569,-87.63473669999996,Entire home/apt,247,32,0,0
Edgewater,41.98397,-87.65545,Entire home/apt,126,32,0,329
Edgewater,41.98397,-87.65545,Entire home/apt,165,32,1,320
Grand Boulevard,41.80216,-87.618,Private room,50,31,1,326
Brighton Park,41.81729,-87.68579,Entire home/apt,93,2,26,265
West Town,41.91075,-87.67192,Entire home/apt,107,2,37,350
Woodlawn,41.78438,-87.6077,Private room,35,2,33,335
Edgewater,41.98822,-87.65694,Entire home/apt,78,1,40,59
Edgewater,41.99019,-87.65554,Entire home/apt,78,1,44,21
Lower West Side,41.85625,-87.67998,Private room,64,2,27,0
Uptown,41.95681,-87.64707,Entire home/apt,59,32,3,230
Near South Side,41.86641,-87.62329,Entire home/apt,195,32,0,0
Lower West Side,41.856945,-87.678864,Private room,65,2,34,0
Portage Park,41.95451,-87.78537,Entire home/apt,80,1,7,2
Edgewater,41.98739,-87.66235,Private room,50,2,18,30
Irving Park,41.95656,-87.70499,Entire home/apt,139,2,15,315
Fuller Park,41.81539,-87.63297,Entire home/apt,144,2,14,320
Lake View,41.94898,-87.66754,Entire home/apt,104,2,26,295
Edgewater,41.98397,-87.65545,Entire home/apt,140,32,0,359
Auburn Gresham,41.73988,-87.64487,Entire home/apt,84,2,35,258
Edgewater,41.98397,-87.65545,Entire home/apt,113,32,0,290
Irving Park,41.943779,-87.741806,Entire home/apt,132,1,15,356
South Shore,41.75444,-87.57594,Entire home/apt,175,2,16,163
Loop,41.8763,-87.62869,Entire home/apt,156,4,28,43
West Town,41.896549,-87.676933,Private room,31,1,17,8
Lake View,41.95018,-87.66478,Entire home/apt,177,2,13,300
Lincoln Park,41.91165,-87.64774,Entire home/apt,148,2,28,201
Near South Side,41.8558,-87.62541,Entire home/apt,259,2,40,362
Near South Side,41.85364,-87.62321,Entire home/apt,253,2,26,348
North Center,41.93885,-87.67942,Entire home/apt,179,3,10,312
Armour Square,41.84952,-87.63098,Entire home/apt,199,2,16,39
Near South Side,41.85545,-87.62536,Entire home/apt,253,2,14,355
Near South Side,41.85577,-87.62413,Entire home/apt,243,2,29,341
Roseland,41.706043,-87.626022,Entire home/apt,70,32,0,365
Grand Boulevard,41.81506,-87.61799,Entire home/apt,75,32,2,95
Grand Boulevard,41.81529,-87.6178,Entire home/apt,75,32,2,93
Near West Side,41.8804,-87.6492,Entire home/apt,129,32,1,277
Lake View,41.94358,-87.67143,Entire home/apt,146,3,22,100
Lincoln Park,41.930462,-87.651527,Private room,319,3,8,348
Woodlawn,41.78278,-87.59566,Entire home/apt,171,1,0,363
Logan Square,41.9208103,-87.7153877,Entire home/apt,115,1,38,137
Near West Side,41.8601,-87.66006,Entire home/apt,157,2,11,347
Near South Side,41.85431,-87.62337,Entire home/apt,236,2,28,344
Grand Boulevard,41.80435,-87.6165,Private room,35,25,3,326
Norwood Park,41.98027,-87.81545,Entire home/apt,169,2,28,62
Near South Side,41.85538,-87.62374,Entire home/apt,257,2,22,318
Near South Side,41.85512,-87.62355,Entire home/apt,317,2,17,315
Near West Side,41.88801,-87.64312,Entire home/apt,110,32,2,202
Calumet Heights,41.72977,-87.57737,Private room,80,2,17,0
Near South Side,41.85378,-87.62364,Entire home/apt,241,2,23,300
Lake View,41.94456,-87.65249,Private room,75,1,1,249
Near West Side,41.8778467,-87.68556079999999,Entire home/apt,160,2,4,337
Lake View,41.94416,-87.65222,Private room,65,1,0,249
Near South Side,41.85383,-87.62484,Entire home/apt,241,2,25,354
Bridgeport,41.84761,-87.64696,Private room,40,1,23,338
Near South Side,41.85525,-87.62513,Entire home/apt,243,2,26,361
Lower West Side,41.85074,-87.67691,Private room,125,2,10,346
Woodlawn,41.77494,-87.60757,Entire home/apt,124,1,37,329
Mount Greenwood,41.6946,-87.70251,Entire home/apt,102,2,44,260
Near South Side,41.85507,-87.62318,Entire home/apt,291,2,21,315
Lower West Side,41.847618,-87.682755,Entire home/apt,46,32,2,109
Lincoln Park,41.91733,-87.63873,Entire home/apt,116,1,32,336
Woodlawn,41.77564,-87.60769,Entire home/apt,64,2,26,338
Near North Side,41.89139,-87.61805,Entire home/apt,262,32,3,292
Lake View,41.93867,-87.64006,Entire home/apt,209,1,0,88
Bridgeport,41.8425,-87.6446,Entire home/apt,92,3,44,52
Lincoln Park,41.92076887375831,-87.65482360767685,Entire home/apt,207,1,1,106
Uptown,41.95548,-87.65163,Entire home/apt,97,1,30,359
Near North Side,41.89834,-87.62831,Entire home/apt,169,1,18,236
Portage Park,41.96772,-87.7689,Entire home/apt,62,2,26,151
Grand Boulevard,41.80252,-87.61607,Entire home/apt,130,3,10,326
Portage Park,41.96543,-87.76666,Entire home/apt,76,1,22,0
Logan Square,41.92038,-87.67787,Entire home/apt,280,32,0,92
Oakland,41.81888,-87.60367,Entire home/apt,102,2,12,41
Lower West Side,41.85978,-87.64674,Entire home/apt,306,32,6,241
Near West Side,41.87299,-87.69103,Private room,48,32,3,259
Logan Square,41.92645,-87.69916,Entire home/apt,225,2,11,352
Near South Side,41.85415,-87.62515,Entire home/apt,315,2,31,345
Lake View,41.95121,-87.65673,Entire home/apt,250,1,17,332
Bridgeport,41.83394,-87.64481,Private room,38,2,17,351
Near South Side,41.85416,-87.62327,Entire home/apt,319,2,26,336
Grand Boulevard,41.81337,-87.61614,Entire home/apt,128,2,12,173
Near South Side,41.85364,-87.62369,Entire home/apt,250,2,33,354
Near South Side,41.85554,-87.62505,Entire home/apt,315,2,11,355
Irving Park,41.94308,-87.73092,Entire home/apt,60,32,4,201
Portage Park,41.96715,-87.76698,Entire home/apt,55,1,10,174
Humboldt Park,41.91331,-87.72971,Entire home/apt,66,2,58,169
Woodlawn,41.77713,-87.59378,Entire home/apt,150,2,6,180
Near South Side,41.85575,-87.62325,Entire home/apt,236,2,30,335
Lake View,41.93903,-87.66449,Entire home/apt,160,32,0,95
West Ridge,41.99912,-87.69704,Entire home/apt,213,2,10,328
South Shore,41.76514,-87.56775,Entire home/apt,71,32,0,365
Lake View,41.94887,-87.65802,Private room,52,2,25,178
Near West Side,41.87933,-87.68613,Entire home/apt,93,2,18,8
Lake View,41.940876,-87.667191,Private room,47,2,35,283
Near South Side,41.85423,-87.62534,Entire home/apt,312,2,19,328
North Lawndale,41.86295,-87.72006,Entire home/apt,99,1,9,150
Near South Side,41.85572,-87.62543,Entire home/apt,236,2,12,347
Douglas,41.82691,-87.62212,Entire home/apt,106,1,27,197
Norwood Park,41.98812,-87.78544,Entire home/apt,149,2,7,206
Lake View,41.94419,-87.64073,Entire home/apt,125,5,5,0
